,daylabel,year,month,day,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
5685,468.0,2012.0,4.0,12.0,21.0,2.0,0.0,1.0,1.0,17.22,21.21,35.0,8.9981,187.0
5686,468.0,2012.0,4.0,12.0,22.0,2.0,0.0,1.0,1.0,17.22,21.21,35.0,12.998,158.0
5687,468.0,2012.0,4.0,12.0,23.0,2.0,0.0,1.0,1.0,17.22,21.21,35.0,12.998,94.0
5688,469.0,2012.0,4.0,13.0,0.0,2.0,0.0,1.0,1.0,16.4,20.455,37.0,16.9979,55.0
5689,469.0,2012.0,4.0,13.0,1.0,2.0,0.0,1.0,1.0,14.76,17.425,46.0,12.998,30.0
5690,469.0,2012.0,4.0,13.0,2.0,2.0,0.0,1.0,1.0,13.94,16.665,49.0,12.998,11.0
5691,469.0,2012.0,4.0,13.0,3.0,2.0,0.0,1.0,1.0,13.94,16.665,61.0,11.0014,11.0
5692,469.0,2012.0,4.0,13.0,4.0,2.0,0.0,1.0,2.0,13.94,16.665,53.0,8.9981,5.0
5693,469.0,2012.0,4.0,13.0,5.0,2.0,0.0,1.0,2.0,13.94,16.665,53.0,11.0014,21.0
5694,469.0,2012.0,4.0,13.0,6.0,2.0,0.0,1.0,1.0,13.12,15.91,57.0,11.0014,84.0
5695,469.0,2012.0,4.0,13.0,7.0,2.0,0.0,1.0,1.0,13.94,15.91,61.0,15.0013,296.0
5696,469.0,2012.0,4.0,13.0,8.0,2.0,0.0,1.0,1.0,15.58,19.695,46.0,11.0014,563.0
5697,469.0,2012.0,4.0,13.0,9.0,2.0,0.0,1.0,1.0,17.22,21.21,41.0,11.0014,330.0
5698,469.0,2012.0,4.0,13.0,10.0,2.0,0.0,1.0,1.0,18.04,21.97,38.0,12.998,192.0
5699,469.0,2012.0,4.0,13.0,11.0,2.0,0.0,1.0,1.0,18.86,22.725,36.0,8.9981,233.0
5700,469.0,2012.0,4.0,13.0,12.0,2.0,0.0,1.0,1.0,20.5,24.24,31.0,0.0,322.0
5701,469.0,2012.0,4.0,13.0,13.0,2.0,0.0,1.0,1.0,21.32,25.0,27.0,19.0012,358.0
5702,469.0,2012.0,4.0,13.0,14.0,2.0,0.0,1.0,1.0,21.32,25.0,27.0,0.0,348.0
5703,469.0,2012.0,4.0,13.0,15.0,2.0,0.0,1.0,1.0,22.14,25.76,28.0,16.9979,352.0
5704,469.0,2012.0,4.0,13.0,16.0,2.0,0.0,1.0,1.0,22.96,26.515,26.0,16.9979,463.0
5705,469.0,2012.0,4.0,13.0,17.0,2.0,0.0,1.0,1.0,22.96,26.515,24.0,11.0014,336.6
5706,469.0,2012.0,4.0,13.0,18.0,2.0,0.0,1.0,1.0,22.14,25.76,26.0,8.9981,295.0
5707,469.0,2012.0,4.0,13.0,19.0,2.0,0.0,1.0,1.0,22.14,25.76,24.0,11.0014,427.0
5708,469.0,2012.0,4.0,13.0,20.0,2.0,0.0,1.0,1.0,20.5,24.24,29.0,8.9981,286.0
5709,469.0,2012.0,4.0,13.0,21.0,2.0,0.0,1.0,1.0,20.5,24.24,36.0,0.0,189.0
5710,469.0,2012.0,4.0,13.0,22.0,2.0,0.0,1.0,1.0,18.04,21.97,62.0,7.0015,215.0
5711,469.0,2012.0,4.0,13.0,23.0,2.0,0.0,1.0,1.0,17.22,21.21,62.0,6.0032,198.0
5712,470.0,2012.0,4.0,14.0,0.0,2.0,0.0,0.0,1.0,16.4,20.455,58.0,8.9981,96.0
5713,470.0,2012.0,4.0,14.0,1.0,2.0,0.0,0.0,1.0,16.4,20.455,58.0,8.9981,70.0
5714,470.0,2012.0,4.0,14.0,2.0,2.0,0.0,0.0,1.0,15.58,19.695,66.0,8.9981,56.0
5715,470.0,2012.0,4.0,14.0,3.0,2.0,0.0,0.0,1.0,14.76,18.18,66.0,6.0032,32.0
5716,470.0,2012.0,4.0,14.0,4.0,2.0,0.0,0.0,1.0,14.76,18.18,71.0,7.0015,14.0
5717,470.0,2012.0,4.0,14.0,5.0,2.0,0.0,0.0,1.0,14.76,18.18,66.0,7.0015,7.0
5718,470.0,2012.0,4.0,14.0,6.0,2.0,0.0,0.0,1.0,13.94,16.665,76.0,11.0014,21.0
5719,470.0,2012.0,4.0,14.0,7.0,2.0,0.0,0.0,1.0,14.76,18.18,71.0,7.0015,64.0
5720,470.0,2012.0,4.0,14.0,8.0,2.0,0.0,0.0,1.0,14.76,17.425,71.0,8.9981,160.0
5721,470.0,2012.0,4.0,14.0,9.0,2.0,0.0,0.0,1.0,17.22,21.21,54.0,8.9981,265.0
5722,470.0,2012.0,4.0,14.0,10.0,2.0,0.0,0.0,1.0,18.86,22.725,51.0,11.0014,406.0
5723,470.0,2012.0,4.0,14.0,11.0,2.0,0.0,0.0,1.0,21.32,25.0,45.0,12.998,564.0
5724,470.0,2012.0,4.0,14.0,12.0,2.0,0.0,0.0,1.0,23.78,27.275,35.0,16.9979,400.8
5725,470.0,2012.0,4.0,14.0,13.0,2.0,0.0,0.0,1.0,25.42,31.06,33.0,19.9995,430.4
5726,470.0,2012.0,4.0,14.0,14.0,2.0,0.0,0.0,2.0,26.24,31.06,27.0,30.0026,332.8
5727,470.0,2012.0,4.0,14.0,15.0,2.0,0.0,0.0,2.0,26.24,31.06,27.0,23.9994,352.2
5728,470.0,2012.0,4.0,14.0,16.0,2.0,0.0,0.0,2.0,26.24,31.06,27.0,23.9994,582.0
5729,470.0,2012.0,4.0,14.0,17.0,2.0,0.0,0.0,2.0,25.42,31.06,33.0,16.9979,560.0
5730,470.0,2012.0,4.0,14.0,18.0,2.0,0.0,0.0,2.0,25.42,31.06,35.0,15.0013,481.0
5731,470.0,2012.0,4.0,14.0,19.0,2.0,0.0,0.0,2.0,24.6,31.06,40.0,11.0014,459.0
5732,470.0,2012.0,4.0,14.0,20.0,2.0,0.0,0.0,2.0,22.96,26.515,46.0,8.9981,321.0
5733,470.0,2012.0,4.0,14.0,21.0,2.0,0.0,0.0,2.0,22.96,26.515,43.0,8.9981,220.0
5734,470.0,2012.0,4.0,14.0,22.0,2.0,0.0,0.0,2.0,22.14,25.76,52.0,11.0014,212.0
5735,470.0,2012.0,4.0,14.0,23.0,2.0,0.0,0.0,2.0,22.14,25.76,56.0,12.998,196.0
5736,471.0,2012.0,4.0,15.0,0.0,2.0,0.0,0.0,2.0,22.14,25.76,56.0,12.998,124.0
5737,471.0,2012.0,4.0,15.0,1.0,2.0,0.0,0.0,2.0,22.14,25.76,56.0,11.0014,106.0
5738,471.0,2012.0,4.0,15.0,2.0,2.0,0.0,0.0,2.0,22.14,25.76,56.0,7.0015,74.0
5739,471.0,2012.0,4.0,15.0,3.0,2.0,0.0,0.0,2.0,21.32,25.0,59.0,8.9981,45.0
5740,471.0,2012.0,4.0,15.0,4.0,2.0,0.0,0.0,2.0,22.14,25.76,52.0,0.0,12.0
5741,471.0,2012.0,4.0,15.0,5.0,2.0,0.0,0.0,1.0,20.5,24.24,68.0,11.0014,10.0
5742,471.0,2012.0,4.0,15.0,6.0,2.0,0.0,0.0,1.0,20.5,24.24,63.0,8.9981,16.0
5743,471.0,2012.0,4.0,15.0,7.0,2.0,0.0,0.0,1.0,20.5,24.24,63.0,7.0015,46.0
5744,471.0,2012.0,4.0,15.0,8.0,2.0,0.0,0.0,1.0,21.32,25.0,59.0,0.0,97.0
5745,471.0,2012.0,4.0,15.0,9.0,2.0,0.0,0.0,1.0,22.14,25.76,56.0,15.0013,251.0
5746,471.0,2012.0,4.0,15.0,10.0,2.0,0.0,0.0,1.0,23.78,27.275,53.0,15.0013,421.0
5747,471.0,2012.0,4.0,15.0,11.0,2.0,0.0,0.0,1.0,25.42,31.06,46.0,19.9995,528.0
5748,471.0,2012.0,4.0,15.0,12.0,2.0,0.0,0.0,1.0,26.24,31.06,44.0,19.0012,635.0
5749,471.0,2012.0,4.0,15.0,13.0,2.0,0.0,0.0,1.0,27.06,31.06,44.0,19.0012,535.4
5750,471.0,2012.0,4.0,15.0,14.0,2.0,0.0,0.0,1.0,28.7,31.82,39.0,19.0012,628.0
5751,471.0,2012.0,4.0,15.0,15.0,2.0,0.0,0.0,1.0,28.7,31.82,39.0,26.0027,617.0
5752,471.0,2012.0,4.0,15.0,16.0,2.0,0.0,0.0,1.0,29.52,32.575,39.0,23.9994,616.0
5753,471.0,2012.0,4.0,15.0,17.0,2.0,0.0,0.0,1.0,28.7,31.82,42.0,22.0028,623.0
5754,471.0,2012.0,4.0,15.0,18.0,2.0,0.0,0.0,1.0,28.7,31.82,42.0,16.9979,479.0
5755,471.0,2012.0,4.0,15.0,19.0,2.0,0.0,0.0,1.0,28.7,31.82,42.0,16.9979,379.0
5756,471.0,2012.0,4.0,15.0,20.0,2.0,0.0,0.0,1.0,26.24,31.06,50.0,15.0013,291.0
5757,471.0,2012.0,4.0,15.0,21.0,2.0,0.0,0.0,1.0,25.42,31.06,57.0,16.9979,229.0
5758,471.0,2012.0,4.0,15.0,22.0,2.0,0.0,0.0,1.0,27.88,31.82,44.0,23.9994,134.0
5759,471.0,2012.0,4.0,15.0,23.0,2.0,0.0,0.0,1.0,27.06,31.06,50.0,26.0027,90.0
5760,487.0,2012.0,5.0,1.0,0.0,2.0,0.0,1.0,2.0,20.5,24.24,59.0,12.998,35.0
5761,487.0,2012.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,20.5,24.24,63.0,8.9981,21.0
5762,487.0,2012.0,5.0,1.0,2.0,2.0,0.0,1.0,2.0,20.5,24.24,72.0,6.0032,8.0
5763,487.0,2012.0,5.0,1.0,3.0,2.0,0.0,1.0,2.0,20.5,24.24,77.0,0.0,3.0
5764,487.0,2012.0,5.0,1.0,4.0,2.0,0.0,1.0,2.0,21.32,25.0,72.0,6.0032,8.0
5765,487.0,2012.0,5.0,1.0,5.0,2.0,0.0,1.0,2.0,21.32,25.0,72.0,6.0032,17.0
5766,487.0,2012.0,5.0,1.0,6.0,2.0,0.0,1.0,3.0,21.32,25.0,77.0,7.0015,26.0
5767,487.0,2012.0,5.0,1.0,7.0,2.0,0.0,1.0,2.0,20.5,24.24,94.0,16.9979,169.0
5768,487.0,2012.0,5.0,1.0,8.0,2.0,0.0,1.0,2.0,21.32,25.0,94.0,19.0012,557.0
5769,487.0,2012.0,5.0,1.0,9.0,2.0,0.0,1.0,2.0,22.14,25.76,88.0,12.998,349.0
5770,487.0,2012.0,5.0,1.0,10.0,2.0,0.0,1.0,1.0,25.42,29.545,78.0,16.9979,174.0
5771,487.0,2012.0,5.0,1.0,11.0,2.0,0.0,1.0,2.0,27.06,31.06,65.0,19.0012,229.0
5772,487.0,2012.0,5.0,1.0,12.0,2.0,0.0,1.0,2.0,28.7,32.575,58.0,15.0013,269.0
5773,487.0,2012.0,5.0,1.0,13.0,2.0,0.0,1.0,2.0,29.52,33.335,51.0,15.0013,249.0
5774,487.0,2012.0,5.0,1.0,14.0,2.0,0.0,1.0,2.0,30.34,33.335,48.0,16.9979,204.0
5775,487.0,2012.0,5.0,1.0,15.0,2.0,0.0,1.0,2.0,30.34,33.335,45.0,15.0013,234.0
5776,487.0,2012.0,5.0,1.0,16.0,2.0,0.0,1.0,1.0,30.34,33.335,45.0,12.998,354.0
5777,487.0,2012.0,5.0,1.0,17.0,2.0,0.0,1.0,1.0,30.34,33.335,48.0,6.0032,409.2
5778,487.0,2012.0,5.0,1.0,18.0,2.0,0.0,1.0,1.0,28.7,32.575,54.0,8.9981,391.4
5779,487.0,2012.0,5.0,1.0,19.0,2.0,0.0,1.0,1.0,28.7,32.575,54.0,8.9981,487.0
5780,487.0,2012.0,5.0,1.0,20.0,2.0,0.0,1.0,1.0,27.06,31.06,61.0,11.0014,335.0
5781,487.0,2012.0,5.0,1.0,21.0,2.0,0.0,1.0,1.0,26.24,30.305,65.0,8.9981,282.0
5782,487.0,2012.0,5.0,1.0,22.0,2.0,0.0,1.0,1.0,26.24,30.305,65.0,0.0,211.0
5783,487.0,2012.0,5.0,1.0,23.0,2.0,0.0,1.0,1.0,24.6,28.79,78.0,0.0,95.0
5784,488.0,2012.0,5.0,2.0,0.0,2.0,0.0,1.0,1.0,24.6,28.79,78.0,7.0015,47.0
5785,488.0,2012.0,5.0,2.0,1.0,2.0,0.0,1.0,1.0,22.96,26.515,83.0,0.0,15.0
5786,488.0,2012.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,22.96,26.515,83.0,0.0,16.0
5787,488.0,2012.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,22.96,26.515,83.0,6.0032,6.0
5788,488.0,2012.0,5.0,2.0,4.0,2.0,0.0,1.0,1.0,22.14,25.76,88.0,0.0,4.0
5789,488.0,2012.0,5.0,2.0,5.0,2.0,0.0,1.0,1.0,22.14,25.76,90.0,8.9981,33.0
5790,488.0,2012.0,5.0,2.0,6.0,2.0,0.0,1.0,3.0,22.96,26.515,84.0,0.0,120.0
5791,488.0,2012.0,5.0,2.0,7.0,2.0,0.0,1.0,2.0,22.14,25.76,88.0,12.998,358.0
5792,488.0,2012.0,5.0,2.0,8.0,2.0,0.0,1.0,2.0,22.96,26.515,88.0,0.0,282.6
5793,488.0,2012.0,5.0,2.0,9.0,2.0,0.0,1.0,2.0,22.96,26.515,88.0,0.0,315.0
5794,488.0,2012.0,5.0,2.0,10.0,2.0,0.0,1.0,2.0,23.78,27.275,83.0,7.0015,175.0
5795,488.0,2012.0,5.0,2.0,11.0,2.0,0.0,1.0,2.0,23.78,27.275,81.0,8.9981,184.0
5796,488.0,2012.0,5.0,2.0,12.0,2.0,0.0,1.0,2.0,23.78,27.275,83.0,15.0013,245.0
5797,488.0,2012.0,5.0,2.0,13.0,2.0,0.0,1.0,2.0,23.78,27.275,78.0,12.998,228.0
5798,488.0,2012.0,5.0,2.0,14.0,2.0,0.0,1.0,1.0,25.42,30.305,69.0,6.0032,240.0
5799,488.0,2012.0,5.0,2.0,15.0,2.0,0.0,1.0,1.0,26.24,30.305,65.0,12.998,256.0
5800,488.0,2012.0,5.0,2.0,16.0,2.0,0.0,1.0,1.0,26.24,30.305,65.0,11.0014,367.0
5801,488.0,2012.0,5.0,2.0,17.0,2.0,0.0,1.0,1.0,24.6,29.545,73.0,16.9979,367.2
5802,488.0,2012.0,5.0,2.0,18.0,2.0,0.0,1.0,1.0,22.96,26.515,73.0,15.0013,340.8
5803,488.0,2012.0,5.0,2.0,19.0,2.0,0.0,1.0,1.0,22.14,25.76,77.0,16.9979,504.0
5804,488.0,2012.0,5.0,2.0,20.0,2.0,0.0,1.0,1.0,21.32,25.0,77.0,16.9979,338.0
5805,488.0,2012.0,5.0,2.0,21.0,2.0,0.0,1.0,1.0,21.32,25.0,77.0,15.0013,239.0
5806,488.0,2012.0,5.0,2.0,22.0,2.0,0.0,1.0,1.0,20.5,24.24,82.0,15.0013,173.0
5807,488.0,2012.0,5.0,2.0,23.0,2.0,0.0,1.0,2.0,20.5,24.24,77.0,16.9979,98.0
5808,489.0,2012.0,5.0,3.0,0.0,2.0,0.0,1.0,2.0,19.68,23.485,82.0,15.0013,90.0
5809,489.0,2012.0,5.0,3.0,1.0,2.0,0.0,1.0,2.0,18.86,22.725,88.0,7.0015,24.0
5810,489.0,2012.0,5.0,3.0,2.0,2.0,0.0,1.0,2.0,18.86,22.725,88.0,8.9981,17.0
5811,489.0,2012.0,5.0,3.0,3.0,2.0,0.0,1.0,2.0,18.86,22.725,88.0,0.0,6.0
5812,489.0,2012.0,5.0,3.0,4.0,2.0,0.0,1.0,2.0,18.86,22.725,88.0,16.9979,2.0
5813,489.0,2012.0,5.0,3.0,5.0,2.0,0.0,1.0,2.0,18.86,22.725,88.0,16.9979,21.0
5814,489.0,2012.0,5.0,3.0,6.0,2.0,0.0,1.0,2.0,18.86,22.725,88.0,11.0014,136.0
5815,489.0,2012.0,5.0,3.0,7.0,2.0,0.0,1.0,3.0,18.04,21.97,94.0,7.0015,384.0
5816,489.0,2012.0,5.0,3.0,8.0,2.0,0.0,1.0,3.0,18.86,22.725,88.0,12.998,627.0
5817,489.0,2012.0,5.0,3.0,9.0,2.0,0.0,1.0,2.0,19.68,23.485,88.0,7.0015,304.0
5818,489.0,2012.0,5.0,3.0,10.0,2.0,0.0,1.0,2.0,21.32,25.0,77.0,0.0,168.0
5819,489.0,2012.0,5.0,3.0,11.0,2.0,0.0,1.0,1.0,22.14,25.76,77.0,0.0,201.0
5820,489.0,2012.0,5.0,3.0,12.0,2.0,0.0,1.0,1.0,22.96,26.515,73.0,8.9981,301.0
5821,489.0,2012.0,5.0,3.0,13.0,2.0,0.0,1.0,1.0,24.6,29.545,69.0,12.998,265.0
5822,489.0,2012.0,5.0,3.0,14.0,2.0,0.0,1.0,1.0,26.24,30.305,65.0,12.998,204.0
5823,489.0,2012.0,5.0,3.0,15.0,2.0,0.0,1.0,1.0,27.06,31.06,61.0,12.998,283.0
5824,489.0,2012.0,5.0,3.0,16.0,2.0,0.0,1.0,1.0,27.88,31.82,57.0,11.0014,370.0
5825,489.0,2012.0,5.0,3.0,17.0,2.0,0.0,1.0,1.0,29.52,33.335,54.0,8.9981,429.2
5826,489.0,2012.0,5.0,3.0,18.0,2.0,0.0,1.0,1.0,29.52,33.335,58.0,8.9981,411.4
5827,489.0,2012.0,5.0,3.0,19.0,2.0,0.0,1.0,1.0,28.7,32.575,61.0,12.998,522.0
5828,489.0,2012.0,5.0,3.0,20.0,2.0,0.0,1.0,1.0,26.24,30.305,73.0,12.998,420.0
5829,489.0,2012.0,5.0,3.0,21.0,2.0,0.0,1.0,1.0,25.42,29.545,78.0,8.9981,299.0
5830,489.0,2012.0,5.0,3.0,22.0,2.0,0.0,1.0,1.0,25.42,29.545,78.0,0.0,246.0
5831,489.0,2012.0,5.0,3.0,23.0,2.0,0.0,1.0,1.0,24.6,28.03,83.0,0.0,121.0
5832,490.0,2012.0,5.0,4.0,0.0,2.0,0.0,1.0,1.0,24.6,28.79,78.0,22.0028,89.0
5833,490.0,2012.0,5.0,4.0,1.0,2.0,0.0,1.0,1.0,24.6,28.79,78.0,7.0015,48.0
5834,490.0,2012.0,5.0,4.0,2.0,2.0,0.0,1.0,1.0,23.78,27.275,83.0,8.9981,11.0
5835,490.0,2012.0,5.0,4.0,3.0,2.0,0.0,1.0,1.0,22.96,26.515,88.0,15.0013,14.0
5836,490.0,2012.0,5.0,4.0,4.0,2.0,0.0,1.0,1.0,22.96,26.515,88.0,12.998,4.0
5837,490.0,2012.0,5.0,4.0,5.0,2.0,0.0,1.0,1.0,22.96,26.515,88.0,12.998,24.0
5838,490.0,2012.0,5.0,4.0,6.0,2.0,0.0,1.0,1.0,22.14,25.76,94.0,7.0015,135.0
5839,490.0,2012.0,5.0,4.0,7.0,2.0,0.0,1.0,1.0,22.96,26.515,88.0,0.0,356.0
5840,490.0,2012.0,5.0,4.0,8.0,2.0,0.0,1.0,1.0,22.96,26.515,88.0,0.0,618.0
5841,490.0,2012.0,5.0,4.0,9.0,2.0,0.0,1.0,1.0,24.6,28.79,78.0,0.0,294.0
5842,490.0,2012.0,5.0,4.0,10.0,2.0,0.0,1.0,2.0,25.42,29.545,73.0,8.9981,199.0
5843,490.0,2012.0,5.0,4.0,11.0,2.0,0.0,1.0,2.0,28.7,32.575,61.0,0.0,258.0
5844,490.0,2012.0,5.0,4.0,12.0,2.0,0.0,1.0,3.0,25.42,29.545,78.0,23.9994,171.0
5845,490.0,2012.0,5.0,4.0,13.0,2.0,0.0,1.0,2.0,26.24,30.305,73.0,0.0,278.0
5846,490.0,2012.0,5.0,4.0,14.0,2.0,0.0,1.0,2.0,27.06,31.06,74.0,19.0012,242.0
5847,490.0,2012.0,5.0,4.0,15.0,2.0,0.0,1.0,2.0,29.52,34.09,62.0,7.0015,343.0
5848,490.0,2012.0,5.0,4.0,16.0,2.0,0.0,1.0,1.0,31.16,34.09,48.0,11.0014,440.0
5849,490.0,2012.0,5.0,4.0,17.0,2.0,0.0,1.0,1.0,28.7,32.575,54.0,31.0009,643.0
5850,490.0,2012.0,5.0,4.0,18.0,2.0,0.0,1.0,1.0,28.7,32.575,54.0,31.0009,641.0
5851,490.0,2012.0,5.0,4.0,19.0,2.0,0.0,1.0,1.0,28.7,32.575,51.0,8.9981,452.0
5852,490.0,2012.0,5.0,4.0,20.0,2.0,0.0,1.0,1.0,27.88,31.82,51.0,7.0015,313.0
5853,490.0,2012.0,5.0,4.0,21.0,2.0,0.0,1.0,1.0,26.24,30.305,69.0,12.998,235.0
5854,490.0,2012.0,5.0,4.0,22.0,2.0,0.0,1.0,1.0,24.6,28.03,83.0,8.9981,232.0
5855,490.0,2012.0,5.0,4.0,23.0,2.0,0.0,1.0,1.0,24.6,28.03,83.0,6.0032,256.0
5856,491.0,2012.0,5.0,5.0,0.0,2.0,0.0,0.0,1.0,24.6,28.03,83.0,0.0,153.0
5857,491.0,2012.0,5.0,5.0,1.0,2.0,0.0,0.0,1.0,24.6,28.03,83.0,0.0,107.0
5858,491.0,2012.0,5.0,5.0,2.0,2.0,0.0,0.0,1.0,23.78,27.275,88.0,0.0,75.0
5859,491.0,2012.0,5.0,5.0,3.0,2.0,0.0,0.0,1.0,23.78,27.275,83.0,0.0,32.0
5860,491.0,2012.0,5.0,5.0,4.0,2.0,0.0,0.0,1.0,22.96,26.515,88.0,7.0015,9.0
5861,491.0,2012.0,5.0,5.0,5.0,2.0,0.0,0.0,1.0,22.96,26.515,88.0,6.0032,22.0
5862,491.0,2012.0,5.0,5.0,6.0,2.0,0.0,0.0,2.0,22.14,25.76,94.0,0.0,42.0
5863,491.0,2012.0,5.0,5.0,7.0,2.0,0.0,0.0,1.0,22.96,26.515,88.0,0.0,87.0
5864,491.0,2012.0,5.0,5.0,8.0,2.0,0.0,0.0,1.0,23.78,27.275,83.0,6.0032,197.0
5865,491.0,2012.0,5.0,5.0,9.0,2.0,0.0,0.0,1.0,25.42,29.545,78.0,7.0015,284.0
5866,491.0,2012.0,5.0,5.0,10.0,2.0,0.0,0.0,1.0,27.06,31.06,65.0,8.9981,432.0
5867,491.0,2012.0,5.0,5.0,11.0,2.0,0.0,0.0,1.0,28.7,32.575,58.0,6.0032,575.0
5868,491.0,2012.0,5.0,5.0,12.0,2.0,0.0,0.0,1.0,29.52,33.335,58.0,7.0015,550.0
5869,491.0,2012.0,5.0,5.0,13.0,2.0,0.0,0.0,1.0,30.34,34.09,55.0,8.9981,524.0
5870,491.0,2012.0,5.0,5.0,14.0,2.0,0.0,0.0,3.0,28.7,32.575,61.0,19.9995,428.0
5871,491.0,2012.0,5.0,5.0,15.0,2.0,0.0,0.0,3.0,27.06,31.06,74.0,12.998,541.0
5872,491.0,2012.0,5.0,5.0,16.0,2.0,0.0,0.0,2.0,27.88,31.82,65.0,26.0027,540.0
5873,491.0,2012.0,5.0,5.0,17.0,2.0,0.0,0.0,2.0,27.88,31.82,65.0,19.9995,502.0
5874,491.0,2012.0,5.0,5.0,18.0,2.0,0.0,0.0,2.0,27.06,31.06,69.0,23.9994,434.0
5875,491.0,2012.0,5.0,5.0,19.0,2.0,0.0,0.0,2.0,25.42,29.545,73.0,22.0028,405.0
5876,491.0,2012.0,5.0,5.0,20.0,2.0,0.0,0.0,1.0,24.6,28.79,78.0,16.9979,309.0
5877,491.0,2012.0,5.0,5.0,21.0,2.0,0.0,0.0,2.0,23.78,27.275,78.0,15.0013,269.0
5878,491.0,2012.0,5.0,5.0,22.0,2.0,0.0,0.0,2.0,23.78,27.275,78.0,12.998,217.0
5879,491.0,2012.0,5.0,5.0,23.0,2.0,0.0,0.0,2.0,22.96,26.515,83.0,19.0012,149.0
5880,492.0,2012.0,5.0,6.0,0.0,2.0,0.0,0.0,2.0,22.96,26.515,83.0,8.9981,134.0
5881,492.0,2012.0,5.0,6.0,1.0,2.0,0.0,0.0,2.0,22.14,25.76,83.0,15.0013,121.0
5882,492.0,2012.0,5.0,6.0,2.0,2.0,0.0,0.0,2.0,22.14,25.76,83.0,19.0012,93.0
5883,492.0,2012.0,5.0,6.0,3.0,2.0,0.0,0.0,2.0,22.14,25.76,83.0,12.998,28.0
5884,492.0,2012.0,5.0,6.0,4.0,2.0,0.0,0.0,3.0,21.32,25.0,83.0,11.0014,16.0
5885,492.0,2012.0,5.0,6.0,5.0,2.0,0.0,0.0,3.0,21.32,25.0,83.0,11.0014,11.0
5886,492.0,2012.0,5.0,6.0,6.0,2.0,0.0,0.0,3.0,21.32,25.0,83.0,15.0013,17.0
5887,492.0,2012.0,5.0,6.0,7.0,2.0,0.0,0.0,3.0,21.32,25.0,83.0,11.0014,36.0
5888,492.0,2012.0,5.0,6.0,8.0,2.0,0.0,0.0,2.0,20.5,24.24,88.0,8.9981,114.0
5889,492.0,2012.0,5.0,6.0,9.0,2.0,0.0,0.0,2.0,21.32,25.0,83.0,11.0014,191.0
5890,492.0,2012.0,5.0,6.0,10.0,2.0,0.0,0.0,2.0,22.14,25.76,77.0,7.0015,333.0
5891,492.0,2012.0,5.0,6.0,11.0,2.0,0.0,0.0,1.0,22.96,26.515,73.0,7.0015,414.0
5892,492.0,2012.0,5.0,6.0,12.0,2.0,0.0,0.0,2.0,24.6,30.305,64.0,6.0032,558.0
5893,492.0,2012.0,5.0,6.0,13.0,2.0,0.0,0.0,2.0,24.6,30.305,64.0,0.0,565.0
5894,492.0,2012.0,5.0,6.0,14.0,2.0,0.0,0.0,2.0,24.6,30.305,64.0,7.0015,518.0
5895,492.0,2012.0,5.0,6.0,15.0,2.0,0.0,0.0,2.0,25.42,30.305,61.0,7.0015,571.0
5896,492.0,2012.0,5.0,6.0,16.0,2.0,0.0,0.0,2.0,25.42,30.305,61.0,0.0,544.0
5897,492.0,2012.0,5.0,6.0,17.0,2.0,0.0,0.0,2.0,25.42,30.305,65.0,8.9981,511.0
5898,492.0,2012.0,5.0,6.0,18.0,2.0,0.0,0.0,2.0,25.42,30.305,61.0,12.998,463.0
5899,492.0,2012.0,5.0,6.0,19.0,2.0,0.0,0.0,2.0,24.6,30.305,64.0,11.0014,383.0
5900,492.0,2012.0,5.0,6.0,20.0,2.0,0.0,0.0,1.0,24.6,30.305,64.0,12.998,276.0
5901,492.0,2012.0,5.0,6.0,21.0,2.0,0.0,0.0,1.0,22.96,26.515,73.0,12.998,203.0
5902,492.0,2012.0,5.0,6.0,22.0,2.0,0.0,0.0,1.0,22.96,26.515,73.0,11.0014,157.0
5903,492.0,2012.0,5.0,6.0,23.0,2.0,0.0,0.0,1.0,21.32,25.0,77.0,12.998,102.0
5904,493.0,2012.0,5.0,7.0,0.0,2.0,0.0,1.0,2.0,21.32,25.0,77.0,8.9981,34.0
5905,493.0,2012.0,5.0,7.0,1.0,2.0,0.0,1.0,2.0,21.32,25.0,77.0,12.998,9.0
5906,493.0,2012.0,5.0,7.0,2.0,2.0,0.0,1.0,1.0,20.5,24.24,77.0,12.998,6.0
5907,493.0,2012.0,5.0,7.0,3.0,2.0,0.0,1.0,1.0,20.5,24.24,77.0,12.998,5.0
5908,493.0,2012.0,5.0,7.0,4.0,2.0,0.0,1.0,2.0,18.86,22.725,88.0,8.9981,2.0
5909,493.0,2012.0,5.0,7.0,5.0,2.0,0.0,1.0,1.0,18.86,22.725,88.0,7.0015,23.0
5910,493.0,2012.0,5.0,7.0,6.0,2.0,0.0,1.0,1.0,18.86,22.725,88.0,7.0015,142.0
5911,493.0,2012.0,5.0,7.0,7.0,2.0,0.0,1.0,2.0,19.68,23.485,82.0,7.0015,385.0
5912,493.0,2012.0,5.0,7.0,8.0,2.0,0.0,1.0,2.0,20.5,24.24,82.0,12.998,639.0
5913,493.0,2012.0,5.0,7.0,9.0,2.0,0.0,1.0,2.0,20.5,24.24,82.0,15.0013,350.0
